51.28424941916215 973.7530261183605 167.55593089145952 0 25 917
51.44522794808757 971.9787034500489 72.7887446717797 0 25 7240
51.48365966745876 971.5551049035988 50.1642000775185 0 25 8750
51.51272585767604 971.2347342272842 33.05309166197452 0 25 9892
51.52563576065796 971.0924398874153 25.453101848846643 0 25 10399
51.528569243604316 971.0601067227158 23.726176360676334 0 25 10514
51.61460346660382 970.1118282588884 -26.921703742865674 0 25 13893
53.49107773585413 971.4733670533365 79.28543257350817 0 26 6807
53.58571413846194 970.4300103546617 23.564267111459202 0 26 10525
53.58847026049266 970.3996243900235 21.941484255433664 0 26 10633
53.589661438206846 970.3864917770633 21.24012823726821 0 26 10680
53.72952574730074 968.8445020164908 -61.11087089732541 0 26 16175
25.431299406189677 974.8185394605736 87.52628712308676 0 10 6257
25.53388033221635 973.6896521587614 27.147423424108894 0 10 10286
25.54237226192203 973.5961997794162 22.149095897729836 0 10 10619
25.55369273054771 973.4716197646211 15.485897790307178 0 10 11064
25.556632631162742 973.439266610858 13.75548000798534 0 10 11179
25.703478626415134 971.8232490354338 -72.67768720459591 0 10 16947
59.889424835614676 971.0314895849381 93.94677139099123 0 29 5828
60.00252746559769 969.7846370141427 27.380356201719366 0 29 10270
60.003548535757936 969.77338065384 26.77940660192027 0 29 10310
60.00424551309588 969.7656971191094 26.36920143814683 0 29 10337
60.00623512811852 969.7437634416499 25.198215938665044 0 29 10415
60.01474255651331 969.6499768606792 20.19117931355879 0 29 10749
60.01895940053995 969.6034900299481 17.709360895120142 0 29 10915
60.0997024792677 968.7133717780495 -29.811879796266652 0 29 14086
60.10688114067283 968.6342336321973 -34.036872227204526 0 29 14368
37.196690873588324 973.1513323711192 128.13261478957799 0 16 3547
37.37677174246783 971.1689988965256 22.175572186185832 0 16 10617
37.38006706158295 971.132723963869 20.23665291039231 0 16 10746
37.425001438915416 970.6380855222599 -6.202100761763177 0 16 12510
37.45800842739172 970.2747439937609 -25.622947106821073 0 16 13806
40.20292005727516 974.64704563709 177.476384515712 0 20 255
40.46587612028366 971.7508412322248 22.702655813324867 0 20 10582
40.59390453904731 970.3407331475172 -52.65379547062571 0 20 15610
40.63756287262313 969.859879211066 -78.35072369183888 0 20 17325
39.11782011976262 972.7655935227891 25.175857364354215 0 17 10417
39.121415275506884 972.7260197998912 23.060675702239905 0 17 10558
39.12404738810567 972.6970467867508 21.512092915401666 0 17 10661
39.12678372716167 972.6669264995478 19.902189310583935 0 17 10769
39.131185331999944 972.6184757779197 17.312539654202226 0 17 10942
39.133440618507244 972.5936506828073 15.985659540409415 0 17 11030
39.32239782330783 970.5137018310068 -95.18582869228538 0 17 18448
57.818598513960815 971.8115688235061 133.7778009073081 0 28 3171
57.99578597630244 969.858939109058 29.524006853766224 0 28 10127
58.00080854049588 969.8035897747585 26.568823873414487 0 28 10324
58.001228354669585 969.7989633659862 26.321813053193893 0 28 10341
58.01394853882071 969.6587852223495 18.837494234640786 0 28 10840
58.09188583265997 968.7999057406805 -27.01935406392613 0 28 13900
38.86303743129088 974.4451528575977 168.57318692613953 0 18 849
38.920806002461774 973.8092495430878 134.5863789638894 0 18 3117
